Fecha, Hora, Temperatura ambiental (DHT11), Humedad (DHT11), PPM (MQ135), Temp. Objeto (MLX90614), Pulso Card. (MAX30102), Oxigenacion (MAX30102)
23/11/2024, 22:44:18, 19.80, 54.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:44:25, 19.80, 54.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:44:33, 19.80, 54.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:44:40, 19.80, 54.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:44:47, 19.80, 54.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:44:54, 19.80, 54.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:45:02, 19.80, 54.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:45:09, 19.80, 54.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:45:16, 19.80, 54.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:45:23, 19.80, 54.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:45:31, 19.80, 54.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:45:38, 19.80, 54.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:45:45, 19.80, 54.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:45:52, 19.80, 54.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:46:00, 19.80, 54.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:46:07, 19.80, 54.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:46:14, 19.80, 54.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:46:22, 19.80, 54.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:46:29, 19.80, 53.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:46:36, 19.80, 53.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:46:43, 20.10, 53.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:46:51, 20.20, 53.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:46:58, 20.20, 53.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:47:05, 20.20, 53.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:47:12, 20.20, 53.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:47:20, 20.20, 53.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:47:27, 20.20, 53.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:47:34, 20.20, 53.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:47:41, 20.20, 53.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:47:49, 20.20, 53.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:47:56, 20.20, 53.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:48:03, 20.20, 53.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:48:10, 20.20, 53.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:48:18, 20.20, 53.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:48:25, 20.20, 53.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:48:32, 20.20, 53.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:48:40, 20.20, 53.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:48:47, 20.20, 53.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:48:54, 20.20, 53.00, 0, 19.13, 0.00, 0.00
23/11/2024, 22:49:01, 20.20, 53.00, 0, 19.13, 0.00, 0.00
23/11/2024, 22:49:09, 20.20, 53.00, 0, 19.13, 0.00, 0.00
23/11/2024, 22:49:16, 20.20, 53.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:49:23, 20.20, 53.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:49:30, 20.20, 52.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:49:38, 20.60, 52.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:49:45, 20.60, 52.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:49:52, 20.60, 52.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:49:59, 20.60, 52.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:50:07, 20.60, 52.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:50:14, 20.60, 52.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:50:21, 20.60, 52.00, 0, 19.13, 0.00, 0.00
23/11/2024, 22:50:29, 20.60, 52.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:50:36, 20.60, 52.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:50:43, 20.60, 52.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:50:50, 20.60, 52.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:50:58, 20.60, 52.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:51:05, 20.60, 52.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:51:12, 20.60, 52.00, 0, 19.13, 0.00, 0.00
23/11/2024, 22:51:19, 20.60, 52.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:51:27, 20.60, 52.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:51:34, 20.60, 52.00, 0, 19.09, 0.00, 0.00
23/11/2024, 22:51:41, 20.60, 52.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:51:48, 20.60, 52.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:51:56, 20.60, 52.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:52:03, 20.60, 52.00, 0, 19.13, 0.00, 0.00
23/11/2024, 22:52:10, 20.60, 52.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:52:17, 20.60, 52.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:52:25, 20.60, 52.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:52:32, 20.60, 52.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:52:39, 20.60, 52.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:52:47, 20.60, 52.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:52:54, 20.60, 52.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:53:01, 20.70, 52.00, 0, 19.13, 0.00, 0.00
23/11/2024, 22:53:08, 21.00, 51.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:53:16, 21.00, 51.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:53:23, 21.00, 51.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:53:30, 21.00, 51.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:53:37, 21.00, 51.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:53:45, 21.00, 51.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:53:52, 21.00, 51.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:53:59, 21.00, 50.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:54:06, 21.00, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:54:14, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:54:21, 21.00, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:54:28, 21.00, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:54:36, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:54:43, 21.00, 50.00, 0, 19.17, 0.00, 0.00
23/11/2024, 22:54:50, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:54:57, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:55:05, 21.00, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:55:12, 21.00, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:55:19, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:55:26, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:55:34, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:55:41, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:55:48, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:55:55, 21.00, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:56:03, 21.00, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:56:10, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:56:17, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:56:24, 21.00, 50.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:56:32, 21.00, 50.00, 0, 19.19, 0.00, 0.00
23/11/2024, 22:56:39, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:56:46, 21.00, 50.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:56:54, 21.00, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:57:01, 21.00, 50.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:57:08, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:57:15, 21.00, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:57:23, 21.00, 50.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:57:30, 21.10, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:57:37, 21.00, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:57:44, 21.10, 50.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:57:52, 21.20, 50.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:57:59, 21.40, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:58:06, 21.40, 50.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:58:13, 21.40, 50.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:58:21, 21.40, 49.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:58:28, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:58:35, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:58:43, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:58:50, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:58:57, 21.40, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 22:59:04, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:59:12, 21.40, 49.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:59:19, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:59:26, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 22:59:33, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:59:41, 21.40, 49.00, 0, 19.23, 0.00, 0.00
23/11/2024, 22:59:48, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 22:59:55, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:00:02, 21.40, 49.00, 0, 19.23, 0.00, 0.00
23/11/2024, 23:00:10, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:00:17, 21.40, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:00:24, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:00:31, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:00:39, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:00:46, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:00:53, 21.40, 49.00, 0, 19.23, 0.00, 0.00
23/11/2024, 23:01:01, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:01:08, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:01:15, 21.40, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:01:22, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:01:30, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:01:37, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:01:44, 21.40, 49.00, 0, 19.23, 0.00, 0.00
23/11/2024, 23:01:51, 21.40, 49.00, 0, 19.23, 0.00, 0.00
23/11/2024, 23:01:59, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:02:06, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:02:13, 21.40, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:02:20, 21.40, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:02:28, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:02:35, 21.40, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:02:42, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:02:50, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:02:57, 21.40, 49.00, 0, 19.23, 0.00, 0.00
23/11/2024, 23:03:04, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:03:11, 21.40, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:03:19, 21.40, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:03:33, 21.40, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:03:40, 21.40, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:03:48, 21.40, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:03:55, 21.50, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:04:02, 21.50, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:04:09, 21.40, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:04:17, 21.50, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:04:24, 21.50, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:04:31, 21.50, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:04:38, 21.50, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:04:46, 21.50, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:04:53, 21.50, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:05:00, 21.60, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:05:08, 21.70, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:05:15, 21.80, 49.00, 0, 19.25, 0.00, 0.00
23/11/2024, 23:05:22, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:05:29, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:05:37, 21.80, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:05:44, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:05:51, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:05:58, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:06:06, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:06:13, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:06:20, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:06:27, 21.80, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:06:35, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:06:42, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:06:49, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:06:57, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:07:04, 21.80, 49.00, 0, 19.29, 0.00, 0.00
23/11/2024, 23:07:11, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:07:18, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:07:26, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:07:33, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:07:40, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:07:47, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:07:55, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:08:02, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:08:09, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:08:16, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:08:24, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:08:31, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:08:38, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:08:45, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:08:53, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:09:00, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:09:07, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:09:15, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:09:22, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:09:29, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:09:36, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:09:44, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:09:51, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:09:58, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:10:05, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:10:13, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:10:20, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:10:27, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:10:34, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:10:42, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:10:49, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:10:56, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:11:04, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:11:11, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:11:18, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:11:25, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:11:33, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:11:40, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:11:47, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:11:54, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:12:02, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:12:09, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:12:16, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:12:23, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:12:31, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:12:38, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:12:45, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:12:52, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:13:00, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:13:07, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:13:14, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:13:22, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:13:29, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:13:36, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:13:43, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:13:51, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:13:58, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:14:05, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:14:12, 21.80, 49.00, 0, 19.33, 0.00, 0.00
23/11/2024, 23:14:20, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:14:27, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:14:34, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:14:41, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:14:49, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:14:56, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:15:03, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:15:11, 21.80, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:15:18, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:15:25, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:15:32, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:15:40, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:15:47, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:15:54, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:16:01, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:16:09, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:16:16, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:16:23, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:16:30, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:16:38, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:16:45, 21.80, 49.00, 0, 19.47, 0.00, 0.00
23/11/2024, 23:16:52, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:17:00, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:17:07, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:17:14, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:17:21, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:17:29, 21.80, 49.00, 0, 19.47, 0.00, 0.00
23/11/2024, 23:17:36, 21.80, 49.00, 0, 19.47, 0.00, 0.00
23/11/2024, 23:17:43, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:17:50, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:17:58, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:18:05, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:18:12, 21.80, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:18:19, 21.90, 49.00, 0, 19.41, 0.00, 0.00
23/11/2024, 23:18:27, 21.90, 49.00, 0, 19.35, 0.00, 0.00
23/11/2024, 23:18:34, 21.80, 49.00, 0, 19.47, 0.00, 0.00
23/11/2024, 23:18:41, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:18:49, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:18:56, 21.80, 49.00, 0, 19.45, 0.00, 0.00
23/11/2024, 23:19:03, 21.80, 49.00, 0, 19.39, 0.00, 0.00
23/11/2024, 23:19:10, 21.90, 49.00, 0, 19.51, 0.00, 0.00
23/11/2024, 23:19:18, 21.90, 49.00, 0, 19.45, 0.00, 0.00
